school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,16.4,U,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15.18
GP,M,17,U,GT3,T,3.36,2.975,services,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,1.17,2,0,no,yes,no,yes,yes,yes,yes,no,2,3.13,3.74,2,3,2,4.1,14,13,13
GP,F,17.163333333333334,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,4.1375,4,5,1,2,2,0,13,14,14
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1.22,4,0,no,yes,no,no,yes,yes,yes,no,4,2.5425,3,1,1,3,0,16,17,17
GP,M,16.62,U,LE3,T,3.766666666666667,4,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,1.54,2,1,0,18,18,17
GP,F,18,U,LE3,A,4,4,health,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3.231666666666667,4,1.17,1,4,0,13.745,15,15
GP,M,17,U,GT3,T,4,4,other,teacher,home,mother,1.22,1.66,0,no,no,no,no,yes,yes,yes,no,3.8,1,1,2,2,5,0,12,13,13
GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,1.52,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,3.48,0,7,7,8
GP,F,17,U,GT3,T,4,2,teacher,other,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4.14,3,2.89,1,1,3,0,14.996666666666668,16,16
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0.0499999999999997,no,yes,no,yes,no,yes,yes,no,5,2,2,1,1.876666666666667,5,0,18,18,18
GP,M,16.9,R,LE3,T,2,1,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,no,yes,4,3,2.7997619047619047,1,1,5,0,9,10,11
GP,M,20,U,GT3,A,3,2,other,other,course,other,1,1,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,12.116
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,yes,4,5,3.4533333333333336,1,2,5,0,10,10,11
GP,F,16.47,U,GT3,T,1,4,other,teacher,home,mother,1,2,0,no,yes,no,no,no,yes,no,yes,3,4,3.168333333333334,1,2,5,2,10,10,11
GP,F,18,U,GT3,T,2,1,services,other,course,mother,1.44,2.26,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15
GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14
GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1.3966666666666665,2.43,0,no,no,no,yes,yes,yes,yes,no,4,3.125,4,1,1,5,2,15,16,17
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1.14375,1,5,2,14,15,17
GP,F,18,U,GT3,T,4,3,health,services,course,mother,1.375,1,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,15
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,no,yes,no,yes,yes,no,4,3.265,4,2,5,3.645,2,14.255,15,14.798333333333332
GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,14
GP,M,19,U,GT3,T,4,2,health,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,3.51,4,4,1,1,1,9,11,10,11.234285714285715
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,3,3,5,0,12,12.273333333333335,13
GP,F,18,U,GT3,T,3,4,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,3.0425,4,1,1,1,4,11,12,14
GP,F,16.556666666666665,U,GT3,T,4,4,health,health,reputation,mother,1.19,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17
GP,F,17,U,LE3,A,4,2.78,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,15.44,17
GP,F,17,U,LE3,A,3,3,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1.55,5,0,12.29,12,13
GP,F,17,U,LE3,T,2,1,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,12.914375
GP,M,18,U,LE3,T,4,4,other,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3.531428571428571,5,3,4,5,2,8,10.235,11
GP,F,19,U,GT3,T,1,1,other,other,course,other,3,3,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11
GP,F,19,U,LE3,A,1,1.26,other,other,course,other,1.7466666666666666,2,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9
GP,F,18,U,GT3,T,2,2,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3.62,5,2,4,4.545,2,10,10,10
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,3.998333333333333,2.48,2,1,1,3,4,14,13,13
GP,F,17,R,LE3,T,2,2,at_home,services,course,mother,1.6675757575757575,3,0,no,yes,no,no,yes,yes,yes,no,3,3,2,2,2,3,0,10.525,11,10
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,2.805,3.155,2,3,5,0,14.927999999999999,18,17
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,yes,no,no,yes,yes,yes,no,3,3,2.875,1.31,3,2,2.905,14,14,15
GP,F,16.925,U,GT3,T,1,1,other,other,home,mother,1.4466666666666668,3,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,3.63,14,13.348333333333333,14
GP,M,16.380499999999998,U,GT3,T,4,2.87,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13
GP,M,17,U,GT3,T,3,2.825,services,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,15.695,17
GP,M,17,R,GT3,T,2.13,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,3.9,4,5,5,5,4.26,2,11,10,10
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,2.01,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,1.95,13,12,13
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,3.92,3,3,1,2,4,2.5047619047619047,15,14,15
GP,F,16.6,U,GT3,T,3,3,at_home,services,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3.225,5,2,5,5,3.83,11,12,11
GP,M,18,U,LE3,T,2.492,2,services,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3.68,5,2,4,3.94,0,11,11,12
GP,M,19,R,GT3,T,3,2,at_home,services,home,other,1.935,1,0.535,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10
GP,F,18,U,GT3,T,2,2,at_home,other,course,mother,1.71,2,0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,2.11,2,2,10,9,10
GP,F,16.523333333333333,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0,15,15,15
GP,M,18,U,GT3,T,2,2,other,other,home,mother,1.34,2.0142857142857142,0,no,no,no,no,no,yes,yes,no,5,4,3.67,1,2.265,5,6,15,14,15
GP,F,18,U,GT3,T,3,3,services,services,reputation,mother,1.2,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3.025,1,1,4,8,10,11,12
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,12
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,2.0833333333333335,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,14,13,14
GP,F,17,U,GT3,T,3,4,services,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,3.59,1,3,5,8,11,13,12.938333333333334
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1.4833333333333334,3,2,0,12,13,15
GP,F,16.49,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,3.9,3,2.923333333333334,1.1,1,1,4,14,14,15
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,16
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1.26,2,4.22,0,12.305,12,13
GP,M,16.753333333333334,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2.94,3,1,3,5,6,16,16,17
GP,F,17,U,GT3,A,2,2.335,at_home,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,10,12,14
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,14
GP,F,18,U,GT3,T,3,2,other,other,other,mother,1.43,2.1966666666666668,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,2.4,14,16,17
GP,M,16.488333333333333,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,15.013333333333332
GP,M,18,U,GT3,T,3.88,3,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,3.66,0,12.535,13,13.08
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13
GP,F,17,U,GT3,T,2,1,other,other,course,mother,2,2,0.03999999999999971,no,yes,no,yes,yes,yes,yes,yes,4,3.45,4,2,2,1,10,13.548,15,15
GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,16
GP,F,17.80333333333333,U,LE3,A,2,3,at_home,other,home,other,2,1,0.55,no,no,no,no,yes,no,yes,no,2,2,3,3,4,5,16,10,11,11
GP,F,17,U,GT3,T,3,1,other,at_home,home,mother,1,1,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,3,6,10,13,13
GP,M,21,U,LE3,T,4,4,health,other,reputation,other,1,3,2,no,no,no,yes,yes,yes,yes,no,3,3,2.64,1,1,5,0,9,12,12
GP,M,18,U,LE3,T,2,2,services,services,reputation,mother,1,2,0.6375,no,yes,no,yes,no,no,yes,no,4,4,4,2.018333333333333,3,3.96,11,9,11,10.08
GP,F,18,U,LE3,A,3,4,other,other,reputation,other,1.33,1.92,0,no,no,no,yes,yes,yes,yes,no,3.75,3,5,1,4,2,9,13,14,13.805
GP,F,17,U,GT3,T,2,2.0733333333333333,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.281666666666667,3,4,1,2,3.44,0,13,17,17
GP,M,17,U,LE3,A,4,4,health,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,4,2,12,15,15
GP,F,18,U,LE3,T,4,2,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.01,2,2,1,1,3,0,14,17,17
GP,M,21,R,LE3,T,1,1,at_home,other,course,other,2,2,2,no,yes,no,yes,yes,no,yes,yes,5,3,3,5,2,4,21,9,9.47,10
GP,F,20,R,GT3,T,1,1,other,other,reputation,other,1.905,3,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,3,3,8,11,12.846666666666668,15
GP,F,19,U,GT3,T,4,4,teacher,teacher,home,other,1,1,1,no,yes,no,no,yes,yes,yes,no,3,2,5,4,4,5,5,9,10.44,11
GP,M,17,U,LE3,A,3,2,other,other,reputation,mother,1,2.06,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,16,18,18
GP,F,18,U,GT3,T,3,2,at_home,other,reputation,father,1.375,3,0.02999999999999968,no,yes,no,no,yes,yes,yes,yes,4,2.9925,4,1,2,2,5,14,17,17
GP,M,18,R,GT3,T,2,2.01,other,services,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,13,14,14
GP,M,19,U,GT3,T,2,1,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,4,10,7,11,11
GP,F,18,U,LE3,A,2,2,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4.000588235294118,3.32,4,1,3,4,10,14,17,17
GP,F,20,U,GT3,T,1,0,other,other,course,mother,2,1,0.72,no,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,5,8,10,10
GP,F,18,U,GT3,T,3,2,services,other,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13
MS,F,16,U,GT3,T,1,1.66,at_home,other,other,father,2,1,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,10.09,11,11
MS,F,16,R,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3.5266666666666664,4,1,1,5,0,12,12,12.64
MS,F,15,R,GT3,T,1,1,at_home,services,other,mother,1,1,1,no,yes,no,no,yes,yes,no,no,4,1,3,1,1,2,6,9.115,10,10
MS,M,15,R,GT3,T,3,3,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4,10,10,11
MS,F,16,R,GT3,T,2,3,at_home,services,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,4,5,2,1,1.7183333333333335,5,0,14.645,15.088333333333335,17
MS,F,15,U,LE3,T,2,1,at_home,other,home,mother,2,1,0,no,no,no,no,yes,no,no,no,1,3.54,4,1,1,1,0,6,8,9
MS,M,16,R,LE3,A,4,4,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,3.2,1,3,2,5,10,11,11
MS,M,16,U,GT3,A,1,2,other,other,other,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,4,3.04,3,1,1.935,5,0,10,11,11
MS,F,17,R,GT3,T,3,2,at_home,other,course,father,2.125,2,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,3.088333333333333,10,10,10
MS,F,17,R,GT3,T,1,1,other,other,other,mother,1.875,1,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0,6,6,7
MS,F,15,R,GT3,T,4,2.78,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,4.02,5,1,3,5,5,3.23,13,14,14
GP,F,16,U,LE3,A,2.13,2,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,1,2,2.415,1,1,1,4,10,9,11
MS,F,15,R,LE3,T,1,1,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10,10,10
MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,6,7,8
MS,F,16,R,GT3,T,0,2,other,other,other,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,2,2,0,12,11,12
MS,M,16.47,R,GT3,T,2,3,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4.228666666666666,5,5,1,3,3,2,10,11,12
MS,F,15,R,GT3,T,3,3,other,services,course,father,2,1,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0,13.821666666666667,16,14.57
MS,M,16,R,GT3,T,1,1,at_home,services,home,mother,2,1.72,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,7,0,0
MS,M,17,U,GT3,T,1,1.9125,other,other,home,mother,1,2,0,no,no,no,no,no,yes,yes,no,4,4,3,2,4,5,4,8,9.49,9
MS,M,15,R,LE3,T,2.94,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12,12.5925,14
MS,M,15,U,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,7,9,10.0475
MS,M,16.53666666666667,R,GT3,T,3,4,other,health,other,mother,3,1.83,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,9,10,11
MS,M,15,R,GT3,T,1,1,other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,2,4,4,8,7,9,9
MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,2.79,1,1,5,0,11,11,11
MS,M,17,R,GT3,T,2,1,other,other,other,mother,3,1,0.65,no,no,no,yes,yes,no,no,yes,5,5,4.21,5,5,3,8,8.646666666666668,10,9
GP,F,16,R,GT3,T,4,3.42,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,14.777999999999999,16,17
MS,F,15,R,GT3,T,1,2,other,services,course,mother,2,1,0.06999999999999984,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3,12.366666666666667,13,13
MS,F,16,R,GT3,T,2,3,other,other,course,mother,3,2.01,0,no,yes,no,no,yes,yes,yes,no,4.425,5,4,1,2,1,2.126666666666667,14.18,15,15
MS,M,16,R,GT3,T,1,2,other,other,course,father,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0,10,11,11
MS,F,16,R,GT3,T,2,2,other,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4,9,10,11
MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2.3925,1,1.815,4,0,10,8,8
MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,3,9,8,8
MS,F,15,U,LE3,T,2,1,other,other,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,3.768333333333333,4,2,3,3,2,0,9,9.845,9
MS,F,16,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,yes,yes,5,4,3.179,2,1,2,0,13,13.806666666666667,15
MS,M,17,R,LE3,T,1,2,at_home,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,3.27,5,5,5,3,4,10,11,11
MS,F,16,R,GT3,T,1,1,other,other,home,father,4,4,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0,11.66,10,13
MS,F,16,R,GT3,T,1,1,at_home,other,other,father,4,3,0,no,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,2,10.02,9,10
MS,F,15,R,GT3,T,1,1,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,1,2,1,11,10,11
MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,3.205,2,4,3,2,0,13,12.75,14
MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0,13,14,14
MS,F,15,R,LE3,T,2,2,other,other,other,father,1,3,0,yes,yes,no,no,yes,yes,no,no,4,4,2.885,2,2,5,2,14,11,12
MS,M,16,R,GT3,T,1,1.6566666666666665,at_home,other,other,father,2,1,0.1499999999999999,no,no,no,yes,yes,yes,yes,no,4.123333333333333,4,4,3,4,5,6,11,11,11
MS,F,18,U,GT3,T,1,2,other,other,course,father,1,2,1.2533333333333334,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,9,8,8
MS,M,15,U,GT3,T,3,1,other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0,10,9,11
MS,F,16,R,GT3,T,2,2,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,3.42,4,1,1,2.61,1,12.437999999999999,13,14
MS,M,15,U,GT3,T,2,2.042,health,other,reputation,mother,3,1.9366666666666668,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,2.54,13,12,13
MS,M,16,U,GT3,T,2.0508333333333333,2.243809523809524,other,services,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,1,1,1.7,3,0,13,12,13
GP,F,15,R,GT3,T,3,3,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,2.89,13,12,12
MS,F,16,R,GT3,T,2,2,at_home,other,course,mother,2,2,1,no,yes,no,yes,no,yes,yes,no,4,3.665,4,2,3,3.9683333333333337,2,12,11,12
MS,F,16,R,GT3,T,2,2,other,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,yes,4,2.975,2,1,1,4,0,14,14,16
MS,M,16,U,LE3,T,2,1,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4,10,8,10
MS,M,15,R,LE3,T,2.345,3,at_home,other,reputation,father,3,1.79,0.14999999999999983,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2,10,11,11
MS,F,15,U,GT3,T,2,2,other,other,course,mother,2,1.7733333333333332,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1.06,1,4,0,12,13,14
MS,F,16,R,LE3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,2,10,8,8
MS,M,15,U,GT3,T,3,3,services,services,course,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,3.533333333333333,3,3,2,2.9016666666666664,3,11,12,10,11
MS,F,16,R,GT3,T,1,1,at_home,other,course,father,2,2,3,yes,yes,no,yes,yes,yes,no,no,3,3.32,3,1,1,1,0,7,8.1275,8
MS,M,17,U,GT3,T,1.81,2,other,at_home,course,mother,1.6666666666666665,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,3.47,4,9,9,10
MS,F,17.23,U,GT3,T,2,3,at_home,services,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,3.45,4,1,1,2,4.551333333333334,9,9,10
MS,F,17,R,GT3,T,2,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,no,no,no,5,5,3,1,1,3,2,9,9.74,11
MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,3.6133333333333337,0,9,10,9
MS,F,16,R,GT3,T,2,2,other,other,course,father,3,2,0,no,yes,no,no,yes,no,yes,no,3,4,5,1,2,1,1,9,10,11
MS,F,16,U,GT3,T,2,2,other,other,home,mother,1,1,0.4,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,6,7,7,8
MS,F,17,R,GT3,T,2,2,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1.12,2,4,0,11,10,10.774166666666666
MS,M,16,U,GT3,T,2,2,other,services,course,mother,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1,9,10,10
MS,F,18,R,LE3,A,3,2,other,other,course,other,2,3,0.6833333333333332,no,yes,no,no,no,no,no,yes,3,3,2,1,1,2,6,7,9,8.91
MS,F,19,U,GT3,T,1,1,at_home,services,course,mother,1,3,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1.815,3,6,8.083333333333334,9,9
MS,M,18,R,GT3,T,1,1,other,other,home,other,2,1,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0,8,9,10
MS,F,18,R,GT3,T,1,1,at_home,at_home,course,mother,2,1.74,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4,9,11,10
MS,F,19,U,GT3,T,1,1,other,other,course,other,2,1.95,1.2033333333333334,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,3.05,1,12,8.06,8.52,9
MS,F,16,R,GT3,A,2,2,health,other,course,mother,1,2,0,no,no,no,no,no,yes,no,yes,3,3,2,1,1,3,2,8,10,9.97
MS,M,17,U,GT3,T,0,1,other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,2,4,4,3,3.43,5,5,9,9,10
MS,F,17.1,R,LE3,T,1,2,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,3.533333333333333,1,3,3,0,8.42,9,9
MS,M,16,U,GT3,T,3,3,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,1,1,4,0,14,13,13
MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,2.1025,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1.245,2,4,2,14,14,14
MS,M,17,R,GT3,T,3,3,services,services,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,10,11,9.2
GP,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1.04,1,1,2.06,14,13.303333333333333,14
GP,F,16,U,GT3,T,2,2,other,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4.003333333333333,2,5,1,2,5,3.18,17,16,16
MS,M,17,U,GT3,T,1,2,other,services,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,6,7,7
MS,M,16,U,LE3,T,4,3,other,other,home,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,14,12,13.045
MS,M,17,R,LE3,T,2,2,services,services,other,mother,3,4,1,no,no,no,no,yes,yes,no,no,1,3,3.415,3,5,3,2,10,8,9
MS,F,16,U,GT3,T,1,2,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1.23,1,5,0,14,14,14
MS,F,19,U,LE3,T,1.8525,2,other,other,home,mother,1.57,3,0,no,no,no,no,yes,yes,yes,yes,5,3.48625,5,1,1,1,2.94,12,13,13.53
MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11
MS,F,16.976666666666667,U,GT3,T,3,3,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11,9,10
MS,F,17,U,GT3,T,1,1,other,services,course,father,1,3,0,no,no,no,no,yes,yes,no,yes,4,2.945,3,1.06,1,3,0,11,11,10
MS,F,17,R,GT3,T,2,2,other,other,course,mother,3,1.86,0.2733333333333333,no,yes,no,no,no,yes,yes,no,4,4,5,1.305,2,5,0,10,9.655,9
MS,F,16.61433333333333,R,LE3,T,1,1,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,15.640333333333333,17,18
MS,F,17,R,GT3,T,2,2,other,other,course,mother,2,2.2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15,17,16.051
